town_code,tariff_hub,ops_branch,town_name,province,town_type,town_type_abbr,remote_km,servicing_town,service_code,location,sla_facility,zone
MGD,GRJ,PLZ,MISGUND,Eastern Cape,Outlying,O,162,PLE,OR,LOC,Outlying Bi-weekly,6
MTM,ELS,ELS,MISTY MOUNT,Eastern Cape,Outlying,O,34,UTT,OR,LOC,Outlying Adhoc,1
MCP,CPT,CPT,MITCHELL'S PLAIN,Western Cape,Main (Suburb),S,NULL,CPT,SM,LOC,Hub,1
MKB,PZB,PSH,MKAMBATI,Eastern Cape,Outlying,O,89,LSK,OR,LOC,Outlying Adhoc,6
MKD,EMG,EMG,MKUZE,KwaZulu-Natal,Outlying,O,58,JOZ,OR,LOC,Outlying Bi-weekly,5
MMB,KPR,KPR,MMABATHO,North West,Outlying,O,1,MEI,OR,LOC,Outlying Bi-weekly,5
MMV,KIM,KIM,MMAMUTLA,North West,Outlying,O,93,WAR,OR,LOC,Outlying Adhoc,4
MDI,GBE,GBE,MOCHUDI,NULL,Outlying,O,80,GBE,OM,BLNS,Outlying Adhoc,10
MDK,KPR,KPR,MODDERKRAAL,North West,Outlying,O,54,BHV,OR,LOC,Outlying Adhoc,3
MRS,KIM,KIM,MODDERRIVIER,Northern Cape,Regional,R,NULL,KIM,RM,LOC,Regional Daily,2
NSR,PTA,JNB,MODIMOLLE,Limpopo,Regional,R,NULL,PTA,RM,LOC,Regional Daily,5
MDV,KIM,KIM,MODIMONG,North West,Outlying,O,92,HWA,OR,LOC,Outlying Adhoc,5
MGV,KIM,KIM,MODUTUNG,North West,Outlying,O,33,HWA,OR,LOC,Outlying Adhoc,4
MSW,KIM,UTN,MOESWAL,Northern Cape,Outlying,O,159,KAT,OR,LOC,Outlying Adhoc,5
MGL,PTG,PTG,MOGALAKWENASTROOM,Limpopo,Outlying,O,142,PTR,OR,LOC,Outlying Adhoc,4
MGY,PTG,PTG,MOGANYAKA,Limpopo,Outlying,O,36,MBH,OR,LOC,Outlying Bi-weekly,4
MWS,PTA,RTR,MOGWASE,North West,Outlying,O,52,NRR,OR,LOC,Outlying Bi-weekly,2
MSK,MSU,MSU,MOHALES HOEK,NULL,Outlying,O,216,MSU,OM,BLNS,Outlying Adhoc,10
MOK,PTG,PTG,MOKAMOLE,Limpopo,Outlying,O,100,PTR,OR,LOC,Outlying Adhoc,4
MKS,KIM,KIM,MOKASSA 1,North West,Outlying,O,54,HWA,OR,LOC,Outlying Adhoc,0
MKG,KIM,KIM,MOKGARENG,North West,Outlying,O,62,HWA,OR,LOC,Outlying Adhoc,5
PTR,PTG,PTG,MOKOPANE,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,3
MOR,GRJ,GRJ,MOLENRIVIER,Western Cape,Outlying,O,113,GRJ,OM,LOC,Outlying Adhoc,5
MLE,GBE,GBE,MOLEPOLOLE,NULL,Outlying,O,106,GBE,OM,BLNS,Outlying Adhoc,10
MOL,KIM,KIM,MOLOLEMA,North West,Outlying,O,63,HWA,OR,LOC,Outlying Adhoc,5
MOQ,ELS,BFN,MOLTENO,Eastern Cape,Outlying,O,165,QTN,OR,LOC,Outlying Bi-weekly,8
MGU,CPT,CPT,MONTAGU,Western Cape,Outlying,O,56,ROR,OR,LOC,Outlying Bi-weekly,5
MTC,PTG,PTG,MONTE CHRISTO,Limpopo,Outlying,O,75,ELL,OR,LOC,Outlying Adhoc,6
MOV,BFN,BFN,MONTE VIDEO,Free State,Outlying,O,75,BDT,OR,LOC,Outlying Adhoc,3
MRR,PZB,DUR,MOOI RIVER,KwaZulu-Natal,Regional,R,NULL,PZB,RM,LOC,Regional Daily,4
MOO,KPR,KPR,MOOIFONTEIN,North West,Outlying,O,107,MEI,OR,LOC,Outlying Adhoc,5
MON,PTA,RTR,MOOINOOI,North West,Outlying,O,51,SON,OR,LOC,Outlying Bi-weekly,2
MKI,PTG,PTG,MOOKETSI,Limpopo,Outlying,O,80,TZN,OR,LOC,Outlying Bi-weekly,3
NBR,PTG,PTG,MOOKGOPHONG,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,4
MOD,CPT,CPT,MOORDKUIL,Western Cape,Outlying,O,35,WOR,OR,LOC,Outlying Adhoc,4
MRB,CPT,VDR,MOORREESBURG,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,3
MPI,PTG,PTG,MOPANE,Limpopo,Outlying,O,78,MES,OR,LOC,Outlying Adhoc,5
MTE,KIM,KIM,MORETELE,North West,Outlying,O,92,VRU,OR,LOC,Outlying Adhoc,5
MGB,ELS,ELS,MORGANS BAY,Eastern Cape,Outlying,O,134,BWH,OR,LOC,Outlying Adhoc,3
MOZ,WIR,NCS,MORGENZON,Mpumalanga,Outlying,O,70,BXL,OR,LOC,Outlying Bi-weekly,4
MOI,MSU,MSU,MORIJA,NULL,Outlying,O,84,MSU,OM,BLNS,Outlying Adhoc,10
MRK,KPR,KPR,MOROKWENG,North West,Outlying,O,275,VRU,OR,LOC,Outlying Bi-weekly,5
MRE,NLP,NLP,MORONE,Mpumalanga,Outlying,O,32,BGF,OR,LOC,Outlying Bi-weekly,4
MOT,ELS,BFN,MORRISTOWN,Eastern Cape,Outlying,O,178,QQD,OR,LOC,Outlying Adhoc,8
MOM,PLZ,CDO,MORTIMER,Eastern Cape,Outlying,O,54,CDO,OR,LOC,Outlying Bi-weekly,1
MOS,BFN,BFN,MOSHESHS FORD,Eastern Cape,Outlying,O,293,AWL,OR,LOC,Outlying Adhoc,8
MSI,KPR,KPR,MOSITA,North West,Outlying,O,217,VRU,OR,LOC,Outlying Adhoc,7
MSB,GRJ,GRJ,MOSSEL BAY,Western Cape,Regional,R,NULL,GRJ,RM,LOC,Regional Daily,2
MSD,WIR,WIR,MOSSIESDAL,Mpumalanga,Outlying,O,101,GRO,OR,LOC,Outlying Adhoc,4
MTT,WIR,WIR,MOTETEMA,Limpopo,Outlying,O,25,GRO,OR,LOC,Outlying Bi-weekly,4
MBS,KIM,KIM,MOTHIBISTAD,North West,Outlying,O,19,KUR,OR,LOC,Outlying Bi-weekly,6
MTY,PZB,ELS,MOUNT AYLIFF,Eastern Cape,Outlying,O,76,KDX,OR,LOC,Outlying Bi-weekly,5
MTF,PZB,ELS,MOUNT FLETCHER,Eastern Cape,Outlying,O,132,MTL,OR,LOC,Outlying Bi-weekly,5
MFF,PZB,ELS,MOUNT FRERE,Eastern Cape,Outlying,O,162,KDX,OR,LOC,Outlying Bi-weekly,4
MOP,NCS,BEM,MOUNT PELAAN,Free State,Outlying,O,132,NCS,OM,LOC,Outlying Adhoc,5
MTR,KIM,KIM,MOUNT RUPERT,Northern Cape,Outlying,O,83,WAR,OR,LOC,Outlying Bi-weekly,3
MTW,PLZ,PLZ,MOUNT STEWARD,Eastern Cape,Outlying,O,211,KKD,OR,LOC,Outlying Adhoc,5
MPK,ELS,PLZ,MPEKWENI,Eastern Cape,Outlying,O,78,PAF,OR,LOC,Outlying Adhoc,5
MMM,NCS,NCS,MPEMVANA,KwaZulu-Natal,Outlying,O,51,PPB,OR,LOC,Outlying Adhoc,4
MUP,ELS,ELS,MPETU,Eastern Cape,Outlying,O,109,BCB,OS,LOC,Outlying Adhoc,3
MPO,EMG,EMG,MPOSA,KwaZulu-Natal,Outlying,O,31,RBY,OS,LOC,Outlying Bi-weekly,1
MAI,ELS,ELS,MQANDULI,Eastern Cape,Outlying,O,64,UTT,OR,LOC,Outlying Bi-weekly,2
UTT,ELS,ELS,MTHATHA,Eastern Cape,Regional,R,NULL,ELS,RM,LOC,Regional Daily,1
MUT,EMG,EMG,MTUBATUBA,KwaZulu-Natal,Regional,R,NULL,EMG,RM,LOC,Regional Daily,2
MZI,EMG,EMG,MTUNZINI,KwaZulu-Natal,Outlying,O,54,FXT,OR,LOC,Outlying Bi-weekly,2
MUD,PZB,DUR,MUDEN,KwaZulu-Natal,Outlying,O,55,GTN,OR,LOC,Outlying Bi-weekly,5
MUL,PTG,PTG,MULATI,Limpopo,Outlying,O,97,LET,OR,LOC,Outlying Bi-weekly,5
MUN,PTG,PTG,MUNNIK,Limpopo,Outlying,O,93,MKW,OR,LOC,Outlying Adhoc,2
MYU,ELS,ELS,MUNYU,Eastern Cape,Outlying,O,98,BWH,OR,LOC,Outlying Adhoc,3
MRY,PLZ,CDO,MURRAYSBURG,Western Cape,Outlying,O,181,GRT,OR,LOC,Outlying Bi-weekly,8
MES,PTG,PTG,MUSINA,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,6
MUE,PTG,PTG,MUTELE,Limpopo,Outlying,O,158,THO,OR,LOC,Outlying Bi-weekly,7
MFN,KIM,CDO,MYNFONTEIN,Northern Cape,Outlying,O,70,DER,OR,LOC,Outlying Adhoc,7
NBP,CPT,UTN,NABABEEP,Northern Cape,Outlying,O,36,SPU,OR,LOC,Outlying Bi-weekly,8
NBR,PTG,PTG,NABOOMSPRUIT,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,4
NAM,PTG,PTG,NAMAKGALE,Limpopo,Outlying,O,27,PHW,OR,LOC,Outlying Bi-weekly,6
ONB,WDH,WDH,NAMIBIA OTHER,NULL,Outlying,O,200,WDH,OM,BLNS,Outlying Adhoc,10
NAP,CPT,CPT,NAPIER,Western Cape,Outlying,O,32,BDD,OR,LOC,Outlying Bi-weekly,5
NCH,PLZ,PLZ,NCANAHA,Eastern Cape,Outlying,O,50,ADO,OR,LOC,Outlying Adhoc,2
NCO,ELS,ELS,NCORA CLINIC,Eastern Cape,Outlying,O,160,BWH,OR,LOC,Outlying Bi-weekly,5
NDD,EMG,EMG,NDUNDULU,KwaZulu-Natal,Outlying,O,42,MEH,OR,LOC,Outlying Adhoc,2
NEB,PTG,PTG,NEBO,Limpopo,Outlying,O,46,JFH,OR,LOC,Outlying Bi-weekly,4
NEL,KIM,UTN,NEILERSDRIF,Northern Cape,Outlying,O,87,KAA,OR,LOC,Outlying Adhoc,2
NSP,GRJ,GRJ,NELSPOORT,Western Cape,Outlying,O,108,BFU,OR,LOC,Outlying Adhoc,7
NLP,NLP,NLP,NELSPRUIT,Mpumalanga,Main,M,NULL,NLP,MM,LOC,Branch,1
NML,PZB,PSH,NEW AMALFI,KwaZulu-Natal,Outlying,O,95,KDX,OR,LOC,Outlying Adhoc,5
NEN,BFN,BFN,NEW ENGLAND,Eastern Cape,Outlying,O,203,AWL,OR,LOC,Outlying Adhoc,8
NCV,KPR,KPR,NEW MACHAVIE,North West,Outlying,O,33,SIF,OS,LOC,Outlying Bi-weekly,1
NRK,EMG,DUR,NEWARK,KwaZulu-Natal,Outlying,O,20,MWI,OR,LOC,Outlying Bi-weekly,4
NCS,NCS,NCS,NEWCASTLE,KwaZulu-Natal,Main,M,NULL,NCS,MM,LOC,Branch,1
NGB,PZB,PSH,NGABENI,Eastern Cape,Outlying,O,85,FLG,OR,LOC,Outlying Adhoc,4
NGO,NCS,NCS,NGOBENI,KwaZulu-Natal,Outlying,O,243,NCS,OM,LOC,Outlying Adhoc,0
NGW,NLP,NLP,NGODWANA,Mpumalanga,Outlying,O,90,NLP,OM,LOC,Outlying Bi-weekly,2
NGM,EMG,EMG,NGOME,KwaZulu-Natal,Outlying,O,82,NON,OR,LOC,Outlying Adhoc,5
NGG,ELS,ELS,NGQELENI,Eastern Cape,Outlying,O,62,UTT,OR,LOC,Outlying Bi-weekly,2
NGQ,ELS,ELS,NGQUNGQU,Eastern Cape,Outlying,O,76,UTT,OR,LOC,Outlying Adhoc,2
NLZ,EMG,EMG,NHLAZATSHE,KwaZulu-Natal,Outlying,O,65,ULD,OR,LOC,Outlying Adhoc,4
NNO,MBE,MBE,NHLONGANO,NULL,Outlying,O,166,MTS,OM,BLNS,Outlying Adhoc,10
NKK,KIM,UTN,NIEKERKSHOOP,Northern Cape,Outlying,O,83,PRK,OR,LOC,Outlying Bi-weekly,6
NVD,KPR,RTR,NIETVERDIEND,North West,Outlying,O,119,ZST,OR,LOC,Outlying Adhoc,5
NBT,PLZ,CDO,NIEU-BETHESDA,Eastern Cape,Outlying,O,105,GRT,OR,LOC,Outlying Adhoc,4
NWV,CPT,VDR,NIEUWOUDTVILLE,Northern Cape,Outlying,O,150,VRE,OR,LOC,Outlying Bi-weekly,7
NLR,VDB,JNB,NIGEL,Gauteng,Main (Suburb),S,NULL,VDB,SM,LOC,Hub,3
NIG,CPT,UTN,NIGRAMOEP,Northern Cape,Outlying,O,100,SPU,OR,LOC,Outlying Adhoc,9
NKB,PTG,PTG,NKAMBAKO,Limpopo,Outlying,O,46,LET,OR,LOC,Outlying Adhoc,4
NKA,EMG,EMG,NKANDLA,KwaZulu-Natal,Outlying,O,100,MEH,OR,LOC,Outlying Bi-weekly,4
NKO,PTG,PTG,NKOMO,Limpopo,Outlying,O,42,GIY,OR,LOC,Outlying Adhoc,5
NOB,ELS,ELS,NOBOKWE,Eastern Cape,Outlying,O,133,BWH,OR,LOC,Outlying Adhoc,5
NOL,GRJ,GRJ,NOLL,Western Cape,Outlying,O,126,GRJ,OM,LOC,Outlying Adhoc,3
NON,EMG,EMG,NONGOMA,KwaZulu-Natal,Regional,R,NULL,EMG,RM,LOC,Regional Daily,4
NDK,NLP,NLP,NOORDKAAP,Mpumalanga,Outlying,O,29,BNR,OR,LOC,Outlying Adhoc,2
NOK,CPT,VDR,NOORDKUIL,Western Cape,Outlying,O,83,VLF,OR,LOC,Outlying Adhoc,3
NMD,NCS,NCS,NORMANDIEN,KwaZulu-Natal,Outlying,O,65,NCS,OM,LOC,Outlying Adhoc,2
NRR,PTA,RTR,NORTHAM,Limpopo,Regional,R,NULL,PTA,RM,LOC,Regional Daily,3
NVT,BFN,BFN,NORVALSPONT,Free State,Outlying,O,294,AWL,OR,LOC,Outlying Adhoc,6
NOT,ELS,PSH,NOTINTSILA,Eastern Cape,Outlying,O,125,UTT,OR,LOC,Outlying Adhoc,7
NUP,BFN,CDO,NOUPOORT,Northern Cape,Outlying,O,234,DER,OR,LOC,Outlying Bi-weekly,4
NQB,ELS,ELS,NQABARA,Eastern Cape,Outlying,O,193,BWH,OR,LOC,Outlying Adhoc,6
NQI,PZB,PSH,NQABENI,KwaZulu-Natal,Outlying,O,100,SYB,OR,LOC,Outlying Bi-weekly,2
NQK,ELS,ELS,NQAMAKWE,Eastern Cape,Outlying,O,56,BWH,OR,LOC,Outlying Bi-weekly,4
NQT,NCS,NCS,NQUTU,KwaZulu-Natal,Regional,R,NULL,NCS,RM,LOC,Regional Bi-weekly,4
NBH,PZB,DUR,NTABAMHLOPE,KwaZulu-Natal,Outlying,O,67,ECT,OR,LOC,Outlying Bi-weekly,5
NTB,NCS,NCS,NTABEBOMVU,KwaZulu-Natal,Outlying,O,47,NQT,OR,LOC,Outlying Adhoc,4
NBE,ELS,ELS,NTIBANE,Eastern Cape,Outlying,O,104,UTT,OR,LOC,Outlying Adhoc,2
NTS,ELS,ELS,NTSESHE,Eastern Cape,Outlying,O,79,BWH,OR,LOC,Outlying Adhoc,4
NSL,ELS,PSH,NTSHILINI,Eastern Cape,Outlying,O,118,LSK,OR,LOC,Outlying Adhoc,3
NTW,ELS,BFN,NTYWENKA,Eastern Cape,Outlying,O,146,UTT,OR,LOC,Outlying Adhoc,9
NUF,PTA,JNB,NUTFIELD,Limpopo,Outlying,O,87,SBW,OR,LOC,Outlying Adhoc,5
NUS,PTG,PTG,NUWE SMITSDORP,Limpopo,Outlying,O,67,PTG,OM,LOC,Outlying Adhoc,2
NUY,CPT,CPT,NUY,Western Cape,Outlying,O,31,WOR,OR,LOC,Outlying Adhoc,4
NSR,PTA,JNB,NYLSTROOM,Limpopo,Regional,R,NULL,PTA,RM,LOC,Regional Daily,5
NYK,ELS,ELS,NYOKANA,Eastern Cape,Outlying,O,104,BWH,OR,LOC,Outlying Bi-weekly,4
NYN,EMG,EMG,NYONI,KwaZulu-Natal,Outlying,O,15,ISB,OR,LOC,Outlying Adhoc,3
OTS,PLZ,CDO,OATLANDS,Eastern Cape,Outlying,O,166,GRT,OR,LOC,Outlying Adhoc,6
OZR,VDB,JNB,OBERHOLZER,Gauteng,Outlying,O,4,CAR,OR,LOC,Outlying Bi-weekly,4
ODO,KPR,BFN,ODENDAALSRUS,Free State,Outlying,O,34,WEL,OR,LOC,Outlying Bi-weekly,5
OFL,PTG,PTG,OFCOLACO,Limpopo,Outlying,O,54,LET,OR,LOC,Outlying Adhoc,5
KGP,NLP,NLP,OHRIGSTAD,Mpumalanga,Outlying,O,51,LDR,OR,LOC,Outlying Bi-weekly,4
OJA,WDH,WDH,OKAHANDJA,NULL,Outlying,O,156,WDH,OM,BLNS,Outlying Adhoc,10
OKP,CPT,UTN,OKIEP,Northern Cape,Outlying,O,18,SPU,OR,LOC,Outlying Bi-weekly,8
OLB,ELS,PSH,OLD BUNTING,Eastern Cape,Outlying,O,106,UTT,OR,LOC,Outlying Adhoc,7
OLM,ELS,ELS,OLD MORLEY,Eastern Cape,Outlying,O,138,UTT,OR,LOC,Outlying Adhoc,3
OFH,KIM,KIM,OLIFANTSHOEK,Northern Cape,Outlying,O,104,KAT,OR,LOC,Outlying Bi-weekly,7
OFB,PTG,PTG,OLYFBERG,Limpopo,Outlying,O,53,MKW,OR,LOC,Outlying Adhoc,2
ORU,WDH,WDH,OMARURU,NULL,Outlying,O,260,OGO,OR,BLNS,Outlying Adhoc,10
ODV,KIM,KIM,OMDRAAISVLEI,Northern Cape,Outlying,O,126,PRK,OR,LOC,Outlying Adhoc,6
OND,WDH,WDH,ONDANGWA,NULL,Outlying,O,46,OTI,OR,BLNS,Outlying Adhoc,10
ODD,KIM,UTN,ONDERSTEDORINGS,Northern Cape,Outlying,O,413,KAA,OR,LOC,Outlying Adhoc,6
ONR,CPT,CPT,ONRUS,Western Cape,Outlying,O,14,HER,OR,LOC,Outlying Adhoc,4
ORW,PTG,PTG,OORWINNING,Limpopo,Outlying,O,62,LTT,OR,LOC,Outlying Adhoc,4
OSM,PTA,RTR,OOSTERMOED,Limpopo,Outlying,O,106,TZB,OR,LOC,Outlying Adhoc,4
OPD,EMG,EMG,OPHONDWENI,KwaZulu-Natal,Outlying,O,50,JOZ,OR,LOC,Outlying Adhoc,6
ORN,KIM,KIM,ORANIA,Northern Cape,Outlying,O,79,HPT,OR,LOC,Outlying Bi-weekly,5
ORF,PTG,PTG,ORANJEFONTEIN,Limpopo,Outlying,O,52,ELL,OR,LOC,Outlying Adhoc,6
OMD,WDH,WDH,ORANJEMUND,NULL,Outlying,O,1546,WDH,OM,BLNS,Outlying Adhoc,10
ORR,KIM,KIM,ORANJERIVIER,Northern Cape,Outlying,O,27,HPT,OR,LOC,Outlying Adhoc,4
ORV,VDB,JNB,ORANJEVILLE,Free State,Outlying,O,98,HNR,OR,LOC,Outlying Bi-weekly,5
ORP,GBE,GBE,ORAPA,NULL,Outlying,O,200,FRW,OR,BLNS,Outlying Adhoc,10
OKY,KPR,KPR,ORKNEY,North West,Main (Suburb),S,NULL,KPR,SM,LOC,Branch,1
OSB,EMG,EMG,OSBORN,KwaZulu-Natal,Outlying,O,80,MEH,OR,LOC,Outlying Adhoc,4
OTI,WDH,WDH,OSHAKATI,NULL,Regional,R,NULL,WDH,RM,BLNS,Regional Daily,10
OSH,NLP,NLP,OSHOEK BORDER POST,Mpumalanga,Outlying,O,172,BNR,OR,LOC,Outlying Adhoc,5
OZI,NCS,NCS,OSIZWENI,KwaZulu-Natal,Regional,R,NULL,NCS,RM,LOC,Regional Daily,1
OVI,WDH,WDH,OTAVI,NULL,Outlying,O,266,OGO,OR,BLNS,Outlying Adhoc,10
OTM,DUR,DUR,OTIMATI,KwaZulu-Natal,Outlying,O,49,SAE,OR,LOC,Outlying Adhoc,4
OGO,WDH,WDH,OTJIWARONGO,NULL,Regional,R,NULL,WDH,RM,BLNS,Regional Daily,10
OTD,KPR,KPR,OTTOSDAL,North West,Regional,R,NULL,KPR,RM,LOC,Regional Daily,3
OTT,KPR,RTR,OTTOSHOOP,North West,Outlying,O,60,ZST,OR,LOC,Outlying Adhoc,5
OUH,GRJ,GRJ,OUDTSHOORN,Western Cape,Regional,R,NULL,GRJ,RM,LOC,Regional Daily,3
OJO,WDH,WDH,OUTJO,NULL,Outlying,O,150,OGO,OR,BLNS,Outlying Adhoc,10
OVY,PTG,PTG,OVERYSSEL,Limpopo,Outlying,O,103,ELL,OR,LOC,Outlying Adhoc,5
OWD,KIM,KIM,OWENDALE,Northern Cape,Outlying,O,74,PMG,OR,LOC,Outlying Adhoc,5
OYB,PLZ,PLZ,OYSTER BAY,Eastern Cape,Outlying,O,48,HDR,OR,LOC,Outlying Adhoc,4
PAA,CPT,CPT,PAARL,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,2
PDP,GRJ,GRJ,PACALTSDORP,Western Cape,Main (Suburb),S,NULL,GRJ,SM,LOC,Branch,1
PDK,DUR,PSH,PADDOCK,KwaZulu-Natal,Outlying,O,42,SYB,OR,LOC,Outlying Adhoc,1
PAL,PTG,PTG,PALALA,Limpopo,Outlying,O,76,NBR,OR,LOC,Outlying Adhoc,4
PYE,GBE,GBE,PALAPYE,NULL,Outlying,O,540,GBE,OM,BLNS,Outlying Adhoc,10
PMF,BFN,BFN,PALMIETFONTEIN,Eastern Cape,Outlying,O,219,AWL,OR,LOC,Outlying Adhoc,6
PPP,KIM,CDO,PAMPOENPOORT,Northern Cape,Outlying,O,341,PRK,OR,LOC,Outlying Adhoc,8
PBT,NCS,NCS,PANBULT,Mpumalanga,Outlying,O,96,PFR,OR,LOC,Outlying Adhoc,5
PAD,PTA,JNB,PANSDRIF,North West,Outlying,O,25,BTR,OR,LOC,Outlying Adhoc,3
PRP,CPT,VDR,PAPENDORP,Western Cape,Outlying,O,84,VRE,OR,LOC,Outlying Adhoc,5
PPV,CPT,CPT,PAPIESVLEI,Western Cape,Outlying,O,90,HER,OR,LOC,Outlying Adhoc,5
PAK,KIM,KIM,PAPKUIL,Northern Cape,Outlying,O,131,PMG,OR,LOC,Outlying Adhoc,4
PKR,DUR,DUR,PARK RYNIE,KwaZulu-Natal,Regional,R,NULL,DUR,RM,LOC,Regional Daily,3
PRW,CPT,CPT,PAROW,Western Cape,Main (Suburb),S,NULL,CPT,SM,LOC,Hub,1
PYR,VDB,KPR,PARYS,Free State,Regional,R,NULL,VDB,RM,LOC,Regional Daily,4
PTI,PLZ,PLZ,PATENSIE,Eastern Cape,Regional,R,NULL,PLZ,RM,LOC,Regional Daily,4
PTS,PLZ,PLZ,PATERSON,Eastern Cape,Outlying,O,76,ADO,OR,LOC,Outlying Bi-weekly,2
PLR,VDB,BEM,PAUL ROUX,Free State,Outlying,O,69,SEN,OR,LOC,Outlying Bi-weekly,2
PPB,NCS,NCS,PAULPIETERSBURG,KwaZulu-Natal,Regional,R,NULL,NCS,RM,LOC,Regional Daily,4
PEA,PLZ,PLZ,PEARSTON,Eastern Cape,Outlying,O,96,SEO,OR,LOC,Outlying Adhoc,3
PDD,ELS,PLZ,PEDDIE,Eastern Cape,Outlying,O,106,KWT,OR,LOC,Outlying Bi-weekly,5
